size_sqft,bedrooms,price
1113.863016074717,1,716235.9898211614
1666.5824696850693,1,733906.0939197271
1599.095401969956,3,849610.6968837393
1585.147855103763,3,852613.477259338
1613.9344628490926,3,832451.6892747151
1305.9925835264528,2,731462.8114743502
1579.676109148301,4,834585.0310174248
1597.9217419896045,2,902291.0268850351
1295.6945745920896,5,787410.0322198109
2069.732353343427,1,856037.2724423037
1652.1498762735362,5,779901.6259316998
1152.6089508392054,5,824224.9093879922
1706.966082590149,1,772645.5579414398
1217.5954989318036,5,797695.9241398274
1746.1253811227357,3,943569.726216884
1857.5786737022213,1,864136.8132748911
1263.7953044944868,5,816810.6947658274
1799.0128387732966,3,855790.7012132496
1633.8342780809494,3,851642.6073600724
1756.618047998347,4,879218.3501750161
2079.0378947961844,3,940839.9491557123
1436.383565199139,2,691888.7507611406
1283.8791506927532,1,761278.4205160701
1243.145671112343,1,756104.9767571802
1265.2569145103685,1,844639.8130038133
1486.8694871757687,5,842465.2335070524
1612.3455924449931,5,874087.8698202538
1593.0072397990057,2,832594.4926265352
1758.1549747108072,3,878448.1763799151
1513.900567563372,5,798157.2414139229
1946.060223147195,3,928026.7055393604
1430.6029500286131,3,765813.0322939347
2326.0507499768855,5,1009955.18535295
1697.700204329502,5,846221.2879740327
1252.8527330751153,2,746615.4795118867
1188.7322505816664,4,755154.7069927733
1654.7417245729555,1,802893.9235616234
1442.9611644022448,5,831411.8896954117
1724.2001482276276,5,900248.5826249737
1651.9712873720634,3,838507.9410395483
1488.1513262029382,4,862847.9456981836
1255.9618845794785,5,779730.6052716676
1055.5458325942407,4,767186.7170037939
1376.0455143798936,1,729388.6580424026
1766.9196382970417,3,934350.343030287
1574.2281232390612,2,830719.6578800189
1136.2783663864036,1,691643.2241694266
1561.9542777553545,4,910532.7585154893
1625.595213918651,4,873347.0521746887
1244.84276913966,1,711328.2979836684
1556.1175317836585,4,834851.1959426256
1527.4626155337999,2,759424.4076194211
1167.108910650813,2,694548.793118757
1617.336208104485,4,899457.0664361059
1678.2353579104704,4,826143.3489885691
1834.915372952583,2,806781.9528403918
1826.1406156104708,4,914134.9561047244
1096.6991896128727,5,838794.959063398
1228.6524880254633,3,812448.88361106
1664.510580162598,5,966256.9942890408
1664.1357852736626,4,956408.027043674
1664.5143058918143,4,823597.2408497364
2665.819447196416,3,1012391.3037956284
1681.26715320795,4,799803.4741881575
1850.6696920541797,3,831604.4990617478
1796.2005290479606,2,896213.1047055195
1705.4173753917394,3,863049.4758533344
1415.4192266078962,3,858034.3199016394
1737.6907661479802,5,853166.8868695245
1278.1524356387285,4,768119.8461093942
1438.9544179779973,2,812754.9415830246
1364.390935651269,1,802856.1363513244
1534.5622418158969,3,755823.4044988938
2204.397570002053,1,902172.4104590659
949.8204422224755,4,746941.2900280996
1715.878057112354,3,885177.4451572112
1026.1852386431046,1,738941.3410048541
1368.42044026317,5,818333.3212523393
1836.6851790902099,1,796184.3823297293
1529.284005728639,5,773252.4671726665
1186.6765666212082,2,736311.4086041236
1295.4088872220095,4,781620.4445888209
1713.8793246804028,1,791657.7403151392
1290.890010484859,3,813083.9810160263
1574.9375768745924,4,797585.282690062
1523.671551971144,1,762781.3181249166
1314.519895718255,3,828285.5863980124
2153.183226797598,3,901574.5099634426
1700.1757066954033,3,863958.0607108183
902.4572240027179,3,707058.6146170342
1565.9362944308282,1,806596.5363981796
1311.4640605694835,2,801325.3316875296
1765.7300004388671,5,905843.0455934234
1272.2437784701897,5,748542.253865196
1475.5790675599303,5,791908.4545073665
1661.496183694137,2,840862.2514832441
1769.7265582510365,3,826772.5934155723
1149.9110778832671,3,790195.398805109
1409.6496292477154,4,826102.7343635965
1367.5164066517132,5,752522.0562187283
1314.0012302278865,5,887083.5350923052
2039.636272084329,3,897484.8859324863
1631.4945132882867,5,860297.5232134743
1131.7348136994865,3,765614.0924381095
1785.358584116433,3,862899.0851147496
2146.64685910379,3,969862.0226721583
1819.739578165344,1,801832.8343671836
1054.1890102137959,1,750636.817052605
1364.7297781401246,1,787891.2535374936
1890.073344755987,1,824237.2731823367
1297.6991603143658,2,773652.2302445829
1643.1458284438686,4,904253.5353455072
1742.390216028801,4,894492.5317970946
1231.920858526575,3,772641.5668423164
1492.14239318146,5,868483.6203478032
537.6197979792782,1,640037.2219201389
1202.683707599713,4,756252.2184986442
1434.2295545820518,4,824431.5896430786
1135.6650454105452,1,753366.3700526184
1999.7233911794906,2,895267.1984806643
1080.9575866118103,2,695872.6459379296
1377.9866539909049,4,819242.4393235409
1549.2221731858274,2,793241.4114404499
1942.3819867198347,1,887917.6474407817
1079.2413546461682,4,811339.4129493228
1858.9491256464878,1,876697.1148064785
1513.0699183058762,2,769405.7311702697
1215.5474046856148,1,745866.0137730731
1648.631042278981,2,723563.9379102696
1569.717908672041,2,808563.4937007296
1329.9349368523617,1,791996.1495286382
1530.9406254970056,2,821657.3851554333
1394.405920941472,3,800395.8406147691
1544.0552035753744,1,878122.4764079924
1708.639202356314,3,784362.0495890032
1985.8050448436056,1,813212.8843880957
1138.6553503519453,2,754241.6960312142
2149.91001239688,2,952907.497836024
924.3736601432495,4,763941.2106768452
1464.464471489325,4,800692.5643735327
1686.495161945373,3,814804.2386026987
1594.2975603205098,2,777317.3269939999
1323.1901440538218,4,811064.3738743371
1447.5633248928175,2,751233.1021298877
1362.0997196023502,1,804762.7107978514
1333.1905729167365,4,799098.9845216101
1764.8806291063074,3,834529.4709887669
1617.1046457895143,4,823092.5742357745
1302.1271214218036,2,703106.603528326
1779.8799626299751,5,863611.4161354271
1602.1898562629829,5,841282.7031230337
1753.858635651688,2,862017.7695336851
1698.8886525770836,1,816831.9786776133
1261.3014967233782,4,752645.2658124848
1341.945687940909,5,767540.7362423122
1734.1880815369786,1,817674.4611337465
1693.1110796300395,2,752640.0021459191
1503.7295218107556,1,772956.8164559584
1545.1982149926346,2,852757.8277017243
1893.2994687365274,4,892779.8847178911
1332.528583349251,1,761228.0098672273
1674.1292143510113,4,862866.9680566902
1449.3422042698319,1,720472.3303372196
1444.695639031834,2,860344.8123704414
1839.633055596157,2,844831.333366253
1757.624904696409,1,831238.5255292042
1754.0528908001916,2,819504.5945872365
1901.6436421462986,3,932818.470267611
1516.3011524898277,3,759587.0129183433
1714.5858913884892,4,920717.3737289842
1416.9199730219632,3,787873.6621755632
1607.2499057465327,3,812963.7758864521
1470.9570836896946,5,814662.1992586832
1539.0987894978155,5,924383.7251013793
1688.5471076310741,5,814747.3874073355
1264.5337950299581,5,781222.7061788224
2137.716182705638,2,863158.1997537544
1208.1947855500894,4,704973.6440289736
1145.7434161636804,4,818445.2927163
1857.4332620500204,3,878252.8629996482
1747.4988081888807,4,828116.0027140477
1697.2359451156465,3,883666.0242173946
1698.503652779284,4,849703.2974746776
1506.3259681459256,1,760276.0030698213
1240.8236885542506,1,761363.5145471193
1532.7413674581178,4,819005.897646896
1306.8514865463665,2,726722.2263138935
1802.5359200253254,3,897272.5583985683
1465.8827855493585,4,818204.1337974534
1262.3508409622466,3,802079.353492552
1413.584247504102,5,813332.2606089998
1633.8794362826873,4,894859.2232287265
1340.8826341588076,2,771920.0718176961
1263.3338813300707,5,844774.6709034671
1583.1061634475736,4,886025.1265377342
1583.4899713326167,1,849478.2646629445
1357.917047388661,4,807156.5584789829
1368.6885083145032,1,776672.7399151991
1579.6149812072908,1,790101.6506518654
1075.5746975508027,4,717695.2692089245
1087.7608676870334,4,835928.8455229427
1294.4667336242692,1,717919.8202885072
1445.9658544864458,3,841468.5541765502
1603.2722696794015,5,892621.5019190952
1952.6068650848656,2,888711.3544570381
1767.2978869606059,4,871914.0755614064
1462.0184410109719,5,832361.6221767802
1504.2951376291933,5,819489.9472656355
1209.2411906086572,3,766441.0870902479
1504.446059202283,5,798544.8349203891
1423.4024083239585,4,846102.535753339
1606.8155681014268,5,855085.2830049887
1261.8307169343032,4,748648.6873995566
1665.8039542723518,4,808787.0583571885
1969.8216739007732,1,864291.8699910245
1477.3719554629427,3,807042.2720046726
1630.5135166296825,2,802769.8661677801
1717.0431975133338,1,844163.9391637532
1389.633858434249,2,794071.7933604212
1577.227744543125,4,846171.9272489942
1513.7777202345385,1,750441.5376216295
1539.3028295646495,5,822473.9473548651
1278.09706484336,5,749193.8626666907
1517.3530522776828,2,795468.740535816
1659.3994873736349,4,881121.5800079816
1945.3430823385124,2,831719.0133499553
1797.781247825562,3,846154.2426558693
2155.954737253467,5,960955.9225306708
1279.7957311335852,1,767732.9792687827
1771.6961910162036,1,774829.3579658056
1565.0026017215055,1,885496.3950188113
2166.9408799653015,5,995153.4993500033
1267.5105143934545,4,764189.7253791357
1258.0834473457671,5,758641.1657030263
1330.1822063667933,5,825779.3332122071
872.8312827070579,1,690987.6041059697
1352.2734934957716,5,778798.5374237802
1282.2602015338907,1,701241.9064499533
1555.1181359428622,4,804183.3967828681
1612.5267927331479,3,837835.3797944309
2072.851251764766,1,891200.6857502895
1795.127151455815,2,939696.1212300563
1336.928903301279,3,699049.8195854748
1240.4755985954926,4,756417.6087300495
1657.5757514519516,3,822197.1266761115
1113.9300378938074,1,734966.0573437331
2059.4376297563063,4,951765.6076095761
1863.832036216386,2,857506.009102506
1369.2473043685886,1,821899.3310957076
996.0596412727367,1,649645.1477161273
1916.1617122496239,4,877072.1511212878
1475.6380464242147,4,772994.5856246187
1881.3448935920385,3,877777.898526177
1031.6717023616898,2,702432.4702094223
1330.1874931138682,3,815883.2488858738
1511.573109915455,3,891223.058742817
1524.0941781294225,1,848958.9813349548
1374.980358556227,4,758582.9659258783
1696.8549797042497,1,822568.2909277919
1189.7138711852217,2,775123.7159297238
1467.286154493612,3,835849.6281968048
1546.0886895135698,2,900872.6824786087
1664.3316502176247,4,850786.8077599354
1723.484463426667,4,873350.8965118899
1172.6073724486391,5,875702.8980130132
1049.7657487793133,2,735754.5100429119
1893.3030465695526,1,831910.698226784
1609.6942035938775,2,780753.2635649153
1285.454039033034,3,784744.7117290221
1975.345592656757,4,958226.3942370147
1544.7023902878575,4,880196.9362554072
1863.789155219148,2,830596.078357877
1530.2555444230327,2,809577.1294377837
2128.2243774645963,2,895046.5720095386
2036.6022527329615,3,905670.9415077819
1435.310755456278,3,839578.7518062025
1801.4712852863067,1,837268.1749106449
1703.6127848755443,2,862749.2030951725
1920.5894672597046,1,888003.2042052016
1220.5229618259687,5,770255.3014926935
1715.8154379995317,3,903004.131880596
1827.5273460548763,4,845145.4654658698
982.3781540730657,5,701291.9032883482
1155.0224462002675,4,748803.6028038475
898.2303466719699,5,697678.0994730142
1429.1779496666327,1,796464.1946512314
1725.2626767387887,1,928087.2765381127
1960.7071156288084,3,943049.8911087563
1532.2284341259326,4,803121.5762489928
1998.5846636713875,5,894824.9522195915
1095.9695625355325,2,766373.307604203
998.9852681934535,2,662467.9562000313
1493.3356903310143,3,774408.3122368592
1625.2196346817923,4,867302.2820981457
1500.191575571772,2,778358.9513868482
889.767369988037,3,709931.437575858
1483.2639881461635,3,798766.2034628026
1118.659149848544,4,760243.6331043125
1710.9017646490115,2,872938.9635561313
1619.9794738290545,2,846457.0998049452
1228.0360641017935,2,787726.553509318
1355.839924798992,1,784622.0452792622
1192.2359434333146,2,772939.6178379862
1491.1962708180483,5,843328.249161134
1796.5426961503715,1,780198.4709355709
1214.2821860993367,1,729276.2121379165
1661.2139546553533,1,826655.5885734288
1350.9227144882677,1,761134.9265330404
1272.1381503212967,3,790781.0572022705
1477.8908920136328,5,923459.4204088184
1199.4273032741878,4,755836.2560592333
1343.9052083958454,2,755708.7319066189
1150.6366322233455,1,770462.0299266132
2099.4175398749167,4,942877.9764184558
1520.5790655915187,3,836890.1470691025
1300.0823476022242,4,770342.1480712476
1574.1939732202666,1,769056.6278584361
1476.301585092751,5,792451.4265343333
1443.709120140033,4,826763.259013111
1694.2500100130276,1,780821.3002610506
1737.2523130141915,1,783650.5164343705
1350.8496557168419,2,799594.8007964225
1337.254527806596,2,745316.2658703731
1427.4844908545067,5,783937.610726563
819.4236505793245,2,625361.7097305208
1055.4426813404343,5,801448.5980673366
1920.0622802333573,3,886351.1791043764
2003.4903140503852,3,889655.0418544038
1435.2891881330866,2,795210.5278116734
1682.9670889167298,3,850985.0182172941
1603.3750463630608,4,827434.11526832
2433.6642425365712,4,984712.2577802903
1845.872473430373,4,921486.2325007506
1471.62472255577,3,842883.3783589719
1223.3378678198724,4,746673.2507905295
1028.0661039227282,5,811238.8569057821
1571.039090760167,1,878149.33192884
1283.094776414709,2,749303.0575946004
1083.3238871206977,5,757385.4703558611
1316.028134727242,4,760956.011040957
1185.5355989156815,1,701652.8884995547
2016.1424905217696,2,905844.5187635631
1774.4919270848352,5,987086.7027384526
1507.6082076050147,2,830503.0661064008
1953.9832416670079,3,883431.4423003615
1533.2104922942856,4,818988.8003576093
1251.6147396015208,5,773736.3757165932
1966.9372231808973,5,971444.6065139372
1671.6730131053976,1,806171.8016227172
1198.826153702063,1,748959.4759330819
1452.8983965749176,1,767051.8324713269
1247.3145239845728,2,839238.3147883496
1095.1600807106993,4,735761.2799075074
1787.8532642594923,2,823679.3623150318
2082.8249921410393,4,915639.6827170124
1090.4297278542576,5,788237.7466909657
1678.8907710071712,2,889588.1216114709
1314.807229263452,2,783712.0044627541
1363.862384870591,2,803758.2604759488
1332.2818227283392,3,807513.9461173094
1250.8027690960553,4,718543.8331548296
1524.5564883834481,4,833774.6467675954
1260.7149650766887,2,744245.0678810967
1591.1370477339517,3,825755.4169388572
1494.928567165259,2,766173.0180787933
1438.315585940077,4,853629.1181643192
1237.7309013875206,5,799730.498933224
1336.9686008295002,3,787351.6259481261
1736.6173677477268,3,851701.8572802338
1660.2751562873143,2,803677.5275415016
1216.7334265604347,5,722730.3705700717
1539.7996916287677,4,848031.3052238616
1735.4161370115366,1,831918.3264926133
1009.1784156635885,4,763021.7859823514
1673.0080577139806,4,864034.003990856
1311.212872316246,5,767846.7244626556
1681.179600577948,3,815820.4637058809
1281.022253037245,4,844162.1421825254
968.5353698006443,3,732093.8130469562
1021.7372686350511,5,791041.3591624667
1524.4254839984146,5,886153.2428508062
1587.9167505164446,2,776475.9075255984
1238.7050124686775,1,724346.7075799357
1701.577737633212,5,908524.5242832405
1011.543981319312,5,724456.5135568961
1490.176060405805,3,796901.8952037647
1146.695140071263,5,760630.4499929781
1314.4491676593523,4,767076.1424907773
1524.2196013949242,2,799153.5792366827
1251.8759904148142,2,735904.3944193807
1394.6333367310524,4,795092.1712899297
1811.8878427643322,5,911878.3457422182
1336.9324391430555,1,795571.3667056615
1760.7076336195425,5,922510.5356394752
1171.0879436027146,2,747852.2064753742
1668.941253374585,1,880984.5788655176
1942.47058619737,3,921005.0318008836
768.5066499618132,3,715511.211700219
1270.931423358857,5,797245.6997347245
1683.121638154162,5,862497.2961232973
1449.086384187102,1,790876.7756975061
1621.3437620113928,1,843090.5124908133
1328.8044439852538,5,821162.5333612325
1535.97693624187,2,781149.5063950105
1463.2968293823762,3,757049.4835426817
1860.3346184979423,1,786599.1552668435
1586.3262529903639,2,817240.6114561614
1611.2807986225607,5,897669.0385305356
1386.4369101632599,4,717436.1964225691
1363.7181327782519,1,736170.3221145195
1380.2325436541137,4,777616.7232600248
1628.335642713489,2,838271.0575800472
1383.704655753921,3,767394.5047176199
1596.932457068924,2,768229.6752886213
2132.6202395936316,3,904512.2011934472
1771.3374110295076,2,818212.7751761796
1412.1929403496476,1,769714.2970190052
1870.3641766491835,1,843073.8759934141
1387.5773880935346,4,827463.1874875751
898.5626394466439,2,691491.2591469232
1207.5741067247789,2,787962.0386180619
948.7624236922433,4,712859.5878671923
1404.5459547876073,5,852622.5086553005
1515.5255137568656,2,815508.6292048146
2012.9311936825848,2,880511.6960767441
1608.0782121292489,2,846973.43861189
1444.2698413573407,5,802879.6177986127
1758.8216743550468,1,881181.3690725137
846.6594072976345,4,681343.8045839564
1580.6843674325698,5,805897.2685800919
1741.25955816609,3,801677.1995804895
1066.4241262660476,3,740599.9741872723
1853.1262129620786,5,885996.108216215
1611.5489222483243,5,872328.3971259611
1385.4136258297597,1,720267.193545767
1699.8345598318854,3,870449.606141804
2191.2078573413187,4,961780.0840737707
1564.5598765175484,2,793321.3069277256
1584.4661758901009,2,840198.0615325833
1372.1917301379267,1,784996.9033604654
1255.0466891605624,1,744591.4298541253
1759.1007449632737,3,897129.4155532075
1253.17485222734,4,829991.4328903523
1531.4698711658177,4,804122.3041025181
1366.702765970465,5,866304.7497417701
1653.6939477239175,1,776702.1906631099
1610.0986315860846,2,850679.3737288113
1821.2619832773698,2,895715.553306952
1356.9950803435759,3,782273.0426716531
1429.0375194119886,2,785096.2233656014
1216.3708852653078,4,766985.6211522811
1376.7120219771666,4,774831.7833776705
1623.1901479134556,1,781662.9151920917
1737.0965849936056,3,877542.1481500178
1233.3504027467125,2,786230.9060985333
1770.881776031698,1,833181.2161428353
1916.6913576414854,5,879600.0433569754
1634.0304709671102,5,823275.7731703667
2073.03874376742,2,898902.2779489666
1277.8632402689282,2,738911.6088766812
1136.603589006575,2,782037.1785828838
976.3839253287164,4,707657.6370693385
1958.8132934467549,2,906481.5656040543
1706.3096969062174,5,857311.104481678
1493.3245987268635,2,787458.4933130015
1593.9905878959462,3,838804.1221677611
1172.353285810487,5,806806.9045532882
2243.725593885048,3,965773.0060166161
1548.7663545925682,5,831382.778803553
1542.8184383814678,1,796721.2225787183
1727.7299871696075,5,870999.9501081465
1654.302769521014,5,815523.6238342177
1577.1652072837394,3,838046.8346441166
1272.8576633664065,3,824622.5640808671
1651.4405071407987,5,934026.6294436046
2074.6073489425103,5,961124.697535169
1913.6260138464934,4,914529.6929727392
1987.955987991819,1,768058.8190014139
1356.6352970706444,1,868287.4673747657
1213.1185539224257,2,805600.0780222322
1472.2639239701055,5,870372.9428904613
1526.7174736866084,5,852689.0474911944
1838.2574555412846,5,816652.5271428751
1002.2606110855543,5,762699.127961019
1968.865095838184,1,870666.4505072362
1462.597630426303,3,751897.2731723298
1381.935679015774,4,826674.89704807
1206.3686874219497,3,811610.9185282856
1013.5429984402692,3,741060.2274981751
1756.9511751885743,1,844742.8169383896
1531.9953901565211,4,851818.9274976309
1123.0117300776838,5,764231.2596700261
1121.4763683809151,1,747199.2404852533
1409.2645902129616,1,829619.429667922
2010.7064575868178,4,923577.5833079814
1432.1225945909187,2,757567.2074907013
1059.0571140645682,1,650209.0740302313
1436.2770807742168,3,823567.775610876
1428.182929075699,3,826641.6677594222
700.9340071175285,5,715725.9609026223
1493.7115400446564,1,774443.181624337
1440.7196409373967,5,845414.6662175964
1718.8619094440255,1,802970.7192586171
2064.6868284836037,4,903212.1644010275
1847.9695088643273,1,807782.5886566079
1429.3333928335508,2,747844.4858613726
1178.0422273774989,3,778265.2617937396
2282.0079409749583,4,959990.6524013873
1527.7655302043465,3,792742.2266598388
1514.178787573884,5,793075.6406236057
1502.762473866999,4,857339.7116338107
1569.4254282303564,2,855286.350209374
1466.6918764228174,3,768038.9880047393
1337.901397935929,1,750835.9660389393
1345.9423176278824,1,719967.1236950845
1500.1740189352006,1,779359.8939277967
1346.9725686598706,4,826771.3455683409
1296.1462651968507,2,828039.8328157441
1541.929068307569,2,789665.9512891055
1433.5068347737433,2,816027.7376583457
1961.1978965748067,3,926988.7779446943
714.7090574820965,4,682602.4124058738
1837.4520555767385,1,892145.3617067559
1883.8255577492887,3,870980.0298048368
887.9829302775552,2,707252.9891093303
1407.1937217758955,1,745349.9685870608
1398.5677402012625,4,833002.7672908417
1087.7464915846535,5,788042.7940819035
1276.6549937227373,2,807292.3476436364
1176.8272463602514,2,815251.8632401583
2035.6811330270868,2,933055.6345660603
1790.7035179442382,2,879153.0384784088
1891.4665284982475,1,839836.7074049145
1726.5016192129706,4,780143.6429015698
1171.2844686348312,3,807763.3278726633
1352.6439201160679,1,832723.2512136512
1656.8123683683755,4,870745.4826527971
1143.3616573324164,3,710560.7826599026
1723.8995290517164,2,895416.425123645
1437.9023805525594,4,863025.7502886121
1397.5537577351208,2,700066.8673020791
1723.2879904610475,4,875808.2324852003
1643.278993445812,5,880502.2959883923
1401.710150254276,2,718131.0758610832
1857.7989410092744,2,821249.0964538169
1185.6810017200307,2,787085.0139890802
1694.780682083279,1,822849.8708615453
1687.930377390515,3,810829.7587018972
1417.136068205803,2,758308.0996256272
1607.8399066726354,2,771366.6573136778
1134.665927084409,1,722256.6481086102
1787.2081057620703,1,866789.6110694687
1454.5293590671033,5,883882.1928602459
1353.1830938442881,4,776853.6258626473
1824.7027677510669,2,844295.1486196858
1298.6968928371723,4,813811.8078550248
1087.4616110909321,1,748847.4030005602
1043.011247942829,1,717573.2189299554
1691.8029854036918,5,930225.8600497379
1125.871194251115,3,820333.042359354
2036.4382545953094,1,816358.3177447601
885.4211776348834,2,750136.4850016813
2018.9369104870116,5,990351.4058467993
1573.3052401607856,3,781172.8674051728
1480.9860664388823,5,860128.6792575191
1346.524273957315,1,782813.3269002768
1629.7408343056213,3,794760.7060355229
1498.7095892725456,4,827324.308071284
1840.9905646049565,3,882634.2456025287
1544.2682945986119,2,764771.0540297098
1555.0905284385633,4,826359.6295772734
1400.9163363358432,4,868212.0393199996
1492.9163128836797,2,866057.900044513
1602.3405306676177,4,804277.978328829
996.9494822030123,1,587861.4802498359
1105.544373368286,3,793492.2990633822
1732.9792282068145,3,929832.7752821979
1561.2596314383825,2,846097.3579061725
1454.8049990941963,1,765384.8255020989
1515.530179919618,4,789446.3583579612
1614.2745116085014,3,860240.4392821606
1348.0720959071916,3,829840.1363953664
1276.5085823793063,3,748379.1897751093
1568.7535765293044,3,838377.9665079269
1216.4881667154905,5,776579.4488125705
1632.4758267143416,2,854003.0730079197
999.2249187286479,4,657506.79548105
1818.746691197693,4,903241.3054772156
1651.7792447239128,2,812682.3341613027
1586.8089202941628,1,873908.3604526708
1804.807295183654,2,867344.9006209075
2009.642333338773,3,935045.2667866913
1814.3110195054392,3,833849.8545640638
957.7377306005064,2,693535.6913843523
1126.1269099792896,2,748483.113589108
1322.5544266912964,4,783682.9339468548
1517.8273150632501,4,823518.345857972
1665.2977061407369,5,885272.1136500055
1292.2768560539603,5,739079.6532251749
1566.0300293431235,3,805908.7870370199
1283.3851202940032,5,837561.1793230318
1326.5446591024156,5,798032.2642743235
